,team_location,team_score,opponent_team_location,opponent_team_score,team_turnovers,blocks,steals,offensive_rebounds,defensive_rebounds,field_goals_attempted,three_point_field_goals_attempted,fouls,fast_break_points,free_throws_attempted,elo,opponent_elo,elo_delta,score_delta
6950,Middle Tennessee,77,Evansville,72,0,1,7,9,26,61,26,24,7,17,1370.68,1160.2,210.48000000000002,5
6954,UNC Greensboro,64,NC State,110,1,1,1,8,25,47,26,19,12,41,1202.61,1587.0,-384.3900000000001,-46
6960,Southern Indiana,74,South Dakota,89,0,5,8,9,25,62,23,29,8,33,1001.13,1237.53,-236.39999999999998,-15
6964,North Florida,66,Tennessee,99,1,1,9,12,12,65,35,18,14,12,1073.09,1617.63,-544.5400000000002,-33
6970,Elon,89,Marshall,96,1,5,9,14,23,70,38,18,11,22,1320.85,1324.68,-3.8300000000001546,-7
6974,James Madison,72,Longwood,82,1,5,5,7,26,58,24,27,2,19,1332.61,1188.89,143.7199999999998,-10
6976,Presbyterian,61,South Carolina,81,0,1,3,14,23,59,8,22,8,20,1185.99,1393.94,-207.95000000000005,-20
6980,Northern Kentucky,63,East Tennessee State,75,0,4,12,15,20,63,30,22,31,14,1323.48,1350.19,-26.710000000000036,-12
6982,Purdue Fort Wayne,71,Western Michigan,83,0,6,8,14,24,72,38,14,10,16,1360.86,1177.22,183.63999999999987,-12
6986,Coppin State,50,South Florida,100,2,1,5,12,16,52,11,19,6,22,958.17,1472.42,-514.2500000000001,-50
6990,Milwaukee,70,Indiana,101,1,3,2,13,18,62,17,21,6,18,1262.35,1568.65,-306.3000000000002,-31
6994,Brown,77,Boston University,90,0,3,3,9,13,53,24,19,6,23,1195.45,1100.96,94.49000000000001,-13
6996,Saint Joseph's,59,Virginia Tech,94,0,5,2,14,25,67,28,12,0,5,1437.14,1535.9,-98.75999999999999,-35
6998,Siena,66,St. Bonaventure,75,0,2,6,15,17,53,15,15,4,24,1329.38,1375.68,-46.299999999999955,-9
7002,Mercyhurst,55,Canisius,58,1,2,7,6,21,53,24,20,4,8,1196.36,1090.17,106.18999999999983,-3
7006,Binghamton,70,Georgetown,83,2,3,2,6,22,49,21,16,6,25,958.72,1395.12,-436.39999999999986,-13
7010,Creighton,63,Gonzaga,90,2,0,6,9,24,49,25,14,13,31,1487.53,1743.3,-255.76999999999998,-27
7014,UC Santa Barbara,92,Sacramento State,87,0,1,9,10,26,63,27,19,14,25,1384.98,1093.27,291.71000000000004,5
7020,Western Illinois,58,Cal State Bakersfield,74,1,4,5,15,21,56,16,17,6,18,937.58,1141.76,-204.17999999999995,-16
7022,Northern Arizona,49,Arizona,84,0,2,13,11,21,62,16,18,11,7,1113.04,1826.82,-713.78,-35
7028,UC Riverside,68,New Mexico,82,1,1,2,5,26,51,27,18,6,13,1212.25,1614.09,-401.8399999999999,-14
7036,Hampton,53,Virginia,91,1,4,9,11,14,63,26,19,9,11,1233.71,1664.19,-430.48,-38
7038,Texas Tech,77,Illinois,81,1,3,7,7,23,64,22,18,4,4,1756.84,1737.36,19.480000000000018,-4
7040,Ball State,55,Wisconsin,86,2,4,9,8,17,53,23,15,14,21,1141.5,1610.82,-469.31999999999994,-31
7042,Austin Peay,65,Wyoming,79,0,2,11,10,27,59,27,20,7,24,1337.08,1306.98,30.09999999999991,-14
7046,Kentucky,88,Louisville,96,0,3,4,13,29,68,34,21,6,16,1630.94,1614.63,16.309999999999945,-8
7048,Central Arkansas,56,Arkansas,93,0,2,5,10,25,67,41,19,13,21,1233.52,1664.33,-430.80999999999995,-37
7050,Wofford,62,Auburn,93,1,5,7,8,19,62,25,16,7,10,1401.04,1640.92,-239.8800000000001,-31
7052,Texas A&M-Corpus Christi,46,Kansas,77,1,3,13,6,20,59,14,17,9,13,1231.8,1674.85,-443.04999999999995,-31
7060,Merrimack,62,Tarleton State,76,1,2,5,16,18,58,28,21,9,24,1391.05,1204.34,186.71000000000004,-14
7062,Tulane,66,Louisiana,62,0,1,5,5,27,46,14,19,2,27,1347.61,1164.33,183.27999999999997,4
7064,Stephen F. Austin,81,Rice,69,1,4,6,7,29,55,23,24,4,23,1411.9,1220.67,191.23000000000002,12
7066,Arkansas-Pine Bluff,69,Oklahoma,95,1,4,8,14,17,63,25,19,14,15,1111.27,1411.1,-299.8299999999999,-26
7068,Buffalo,66,DePaul,53,1,4,12,9,25,52,17,18,6,27,1276.94,1410.84,-133.89999999999986,13
7070,Arkansas State,86,Missouri State,85,1,2,6,14,26,65,22,27,12,29,1340.45,1273.11,67.34000000000015,1
7072,Cal State Northridge,68,North Dakota State,90,0,0,6,13,28,66,18,18,2,16,1325.03,1454.82,-129.78999999999996,-22
7082,Alabama State,77,UAB,74,0,3,11,12,27,65,25,16,16,20,1131.53,1422.92,-291.3900000000001,3
7084,Yale,97,Quinnipiac,60,0,5,6,12,22,64,18,12,11,14,1524.75,1351.39,173.3599999999999,37
7086,Eastern Illinois,58,Notre Dame,78,3,1,2,9,15,54,21,17,3,12,1138.31,1411.96,-273.6500000000001,-20
7088,Duke,114,Army,59,0,5,8,13,35,65,37,15,31,29,1802.92,1129.72,673.2,55
7090,Florida State,76,Florida,78,0,3,9,8,28,68,34,25,11,25,1387.72,1669.21,-281.49,-2
7092,Radford,74,North Carolina,89,0,3,7,14,29,70,30,33,8,31,1269.88,1618.04,-348.15999999999985,-15
7094,Norfolk State,57,Old Dominion,60,1,3,5,15,21,56,17,13,7,13,1165.69,1213.91,-48.22000000000003,-3
7096,Drexel,83,Colgate,90,0,0,6,15,15,67,34,22,6,15,1320.67,1291.69,28.980000000000018,-7
7098,Alcorn State,64,Maryland,84,0,4,10,8,17,54,23,20,10,11,1061.48,1404.58,-343.0999999999999,-20
7102,Winthrop,66,Coastal Carolina,72,0,2,5,6,22,59,22,14,7,23,1407.07,1290.79,116.27999999999997,-6
7106,Florida A&M,60,UCF,97,0,6,11,7,17,55,21,16,9,22,1175.67,1610.01,-434.3399999999999,-37
7108,Sacred Heart,60,Villanova,94,2,0,6,9,16,56,30,8,2,3,1200.63,1575.58,-374.9499999999998,-34
7110,Northwestern State,83,North Alabama,87,0,2,10,6,21,56,15,29,17,29,1146.1,1128.68,17.419999999999845,-4
7112,Toledo,81,Wright State,71,0,1,11,13,15,55,10,15,23,19,1325.26,1357.04,-31.779999999999973,10
7116,Jacksonville,64,High Point,85,0,3,2,13,30,60,34,22,4,16,1202.42,1484.49,-282.06999999999994,-21
7118,Georgia Southern,95,Florida Gulf Coast,94,0,7,10,6,22,58,33,12,9,18,1299.91,1208.3,91.61000000000013,1
7120,La Salle,63,Temple,90,0,6,5,9,20,54,13,13,4,24,1244.31,1366.26,-121.95000000000005,-27
7122,Wagner,61,Fordham,63,0,2,3,13,26,59,29,19,9,6,976.85,1236.68,-259.83000000000004,-2
7124,Chicago State,66,Butler,98,1,0,8,6,18,56,10,27,8,13,918.67,1484.25,-565.58,-32
7126,Davidson,62,Charlotte,55,1,5,4,5,25,47,23,20,4,12,1371.42,1357.23,14.190000000000055,7
7130,William & Mary,86,Richmond,90,0,3,9,9,27,63,37,30,14,31,1358.54,1292.52,66.01999999999998,-4
7132,Stonehill,57,Rhode Island,80,1,3,5,12,23,52,28,19,12,21,1104.8,1428.69,-323.8900000000001,-23
7134,Dayton,62,Cincinnati,74,0,4,12,6,27,62,26,24,13,27,1445.16,1467.68,-22.519999999999982,-12
7136,Morehead State,56,Clemson,83,0,3,3,19,22,62,25,19,2,11,1240.73,1634.32,-393.5899999999999,-27
7140,Northeastern,77,Harvard,60,0,5,11,12,23,60,21,21,8,23,1168.08,1309.1,-141.01999999999998,17
7142,Pennsylvania,81,Providence,106,0,3,7,12,18,70,28,20,4,24,1249.03,1336.14,-87.11000000000013,-25
7146,Bucknell,63,Princeton,73,2,2,8,6,27,51,20,22,7,21,1078.13,1252.82,-174.68999999999983,-10
7148,Wake Forest,84,Michigan,85,0,3,9,18,25,84,34,29,11,21,1428.04,1808.16,-380.1200000000001,-1
7156,Lipscomb,64,UNC Asheville,69,0,2,8,16,20,63,31,22,11,15,1376.51,1243.7,132.80999999999995,-5
7158,Navy,71,Penn State,80,0,1,9,7,22,54,17,17,8,14,1344.01,1322.93,21.079999999999927,-9
7168,Long Island University,76,Air Force,72,1,7,9,18,23,56,10,18,15,35,1301.89,1052.74,249.1500000000001,4
7170,Iona,105,Kansas City,91,0,3,9,11,25,72,26,22,17,14,1354.38,969.67,384.71000000000015,14
7174,West Georgia,62,UCLA,83,0,5,8,8,14,51,25,23,6,11,1117.36,1615.41,-498.0500000000002,-21
7178,Cal State Fullerton,65,California,93,1,3,1,12,30,69,29,21,10,11,1233.69,1485.28,-251.58999999999992,-28
7182,Northern Illinois,59,Grand Canyon,88,1,3,8,7,12,49,19,18,3,21,1107.89,1516.78,-408.8899999999999,-29
7184,Holy Cross,69,Utah,87,0,0,4,5,23,57,26,17,6,21,1086.35,1367.97,-281.6200000000001,-18
7188,Cleveland State,63,Northwestern,110,0,1,4,10,17,60,29,17,6,13,1211.48,1421.44,-209.96000000000004,-47
7190,Santa Clara,87,Xavier,68,0,11,10,12,30,64,13,25,15,17,1575.11,1418.8,156.30999999999995,19
7192,Mississippi State,80,Iowa State,96,0,3,4,15,22,58,27,17,13,14,1479.75,1713.44,-233.69000000000005,-16
7196,Little Rock,72,Milwaukee,92,1,2,3,8,18,56,16,20,16,15,1196.72,1262.35,-65.62999999999988,-20
7198,Lindenwood,66,Saint Louis,109,4,3,11,10,12,55,16,20,9,26,1208.69,1636.71,-428.02,-43
7200,Lamar,65,TCU,78,0,7,8,10,18,60,19,22,8,12,1260.6,1510.74,-250.1400000000001,-13
7210,Indiana State,64,SIU Edwardsville,55,3,3,8,14,29,60,30,14,8,17,1236.05,1253.21,-17.160000000000082,9
7212,South Carolina State,62,North Carolina A&T,85,0,4,9,12,26,55,15,26,20,28,1100.22,1150.56,-50.33999999999992,-23
7216,Presbyterian,63,Georgia State,61,1,4,4,9,21,46,15,15,6,19,1185.99,1243.87,-57.87999999999988,2
7222,Western Kentucky,87,Eastern Kentucky,79,0,1,11,12,26,70,23,17,27,28,1277.0,1137.52,139.48000000000002,8
7224,Fairfield,59,Seton Hall,82,0,3,5,11,27,50,23,19,3,23,1238.99,1467.4,-228.41000000000008,-23
7226,UNC Wilmington,77,Kent State,86,2,0,4,17,23,77,24,20,4,18,1522.73,1470.86,51.87000000000012,-9
7228,Charleston Southern,96,The Citadel,86,0,3,5,14,26,66,32,24,17,21,1124.81,1068.57,56.24000000000001,10
7230,Eastern Michigan,66,Pittsburgh,78,1,4,4,10,26,59,14,19,14,21,1185.25,1355.73,-170.48000000000002,-12
7238,Maine,60,Rutgers,72,0,4,10,6,17,46,20,26,14,13,1096.06,1394.3,-298.24,-12
7240,Delaware State,57,Niagara,68,3,1,5,8,22,54,22,16,8,12,998.73,1023.36,-24.629999999999995,-11
7254,Washington,69,Baylor,78,0,4,6,16,26,68,20,22,5,15,1488.62,1448.68,39.93999999999983,-9
7260,Grambling,73,Howard,70,1,2,9,10,13,49,20,18,20,19,1128.18,1164.9,-36.72000000000003,3
7262,Florida Atlantic,68,Liberty,88,1,2,5,12,22,55,15,17,11,24,1453.21,1586.41,-133.20000000000005,-20
7266,Omaha,74,Colorado State,97,0,1,8,8,13,59,36,24,10,15,1249.39,1416.88,-167.49,-23
7270,UC Davis,63,Portland,67,0,2,5,15,25,61,33,21,8,16,1297.03,1233.42,63.6099999999999,-4
7272,Idaho State,57,San Diego State,73,2,1,6,9,16,45,21,15,6,14,1176.31,1612.65,-436.34000000000015,-16
7274,VMI,68,Missouri,106,1,1,8,8,17,57,42,24,8,20,1007.63,1511.6,-503.9699999999999,-38
7280,Denver,75,Montana State,73,1,1,3,9,22,55,10,13,5,10,1133.67,1303.86,-170.18999999999983,2
7282,Lehigh,47,West Virginia,69,0,3,7,3,22,46,21,19,8,11,1132.58,1541.0,-408.4200000000001,-22
7284,Utah Tech,66,Arizona State,81,0,3,4,10,26,55,30,14,11,22,1246.11,1433.83,-187.72000000000003,-15
7286,Morehead State,81,Georgia,120,1,3,5,20,21,74,25,17,9,20,1240.73,1551.42,-310.69000000000005,-39
7288,Lipscomb,77,Mercer,92,1,3,6,12,19,67,32,16,29,7,1376.51,1319.74,56.76999999999998,-15
7294,Cal State Northridge,93,North Dakota,85,0,1,4,14,30,60,18,20,10,31,1325.03,1268.34,56.690000000000055,8
7296,South Dakota State,58,Northern Iowa,65,2,2,5,12,27,51,22,20,7,14,1222.32,1356.14,-133.82000000000016,-7
7298,Vermont,89,Brown,84,2,1,5,11,35,72,32,19,11,22,1357.96,1195.45,162.51,5
7300,Marist,75,Dartmouth,56,3,2,15,9,26,66,27,22,15,5,1341.33,1254.78,86.54999999999995,19
7302,Texas A&M,63,Oklahoma State,87,0,5,2,14,25,62,35,19,6,17,1624.51,1497.55,126.96000000000004,-24
7304,Cornell,65,Illinois State,76,1,3,7,10,27,60,31,26,5,24,1345.62,1449.27,-103.65000000000009,-11
7310,Indiana,100,Marquette,77,1,3,6,10,24,66,28,25,7,24,1568.65,1388.57,180.08000000000015,23
7312,Coppin State,70,James Madison,84,0,0,7,12,23,47,15,21,7,36,958.17,1332.61,-374.43999999999994,-14
7316,Western Michigan,82,Campbell,91,0,2,7,11,26,64,15,31,18,26,1177.22,1201.36,-24.139999999999873,-9
7318,New Hampshire,75,Harvard,86,1,1,7,5,22,58,23,20,4,10,1149.4,1309.1,-159.69999999999982,-11
7320,Oklahoma,68,Gonzaga,83,0,3,2,8,31,58,26,19,12,18,1411.1,1743.3,-332.20000000000005,-15
7322,Houston Christian,60,UC San Diego,78,1,5,8,7,22,55,22,13,12,14,1113.27,1394.03,-280.76,-18
7326,Pacific,77,Nevada,78,0,3,3,7,27,59,33,31,5,15,1339.2,1532.39,-193.19000000000005,-1
7340,Central Michigan,54,Bradley,85,0,5,5,8,21,55,13,19,7,15,1115.34,1448.33,-332.99,-31
7344,Bellarmine,71,Kansas State,98,3,1,12,11,11,61,20,20,9,17,1115.89,1406.21,-290.31999999999994,-27
7346,Tennessee State,79,Belmont,87,0,3,12,19,25,77,27,28,14,20,1313.36,1576.64,-263.2800000000002,-8
7350,Arkansas,66,Michigan State,69,0,6,11,13,20,56,28,21,18,23,1664.33,1726.57,-62.24000000000001,-3
7356,Texas A&M-Corpus Christi,77,Tarleton State,85,1,2,5,15,17,58,21,28,12,29,1231.8,1204.34,27.460000000000036,-8
7358,Weber State,89,Utah,92,0,3,7,17,35,73,20,26,18,28,1173.37,1367.97,-194.60000000000014,-3
7364,East Tennessee State,64,Presbyterian,68,1,2,8,13,19,55,26,21,3,21,1350.19,1185.99,164.20000000000005,-4
7366,East Carolina,72,Richmond,87,0,2,5,8,23,54,20,25,9,31,1202.22,1292.52,-90.29999999999995,-15
7370,Long Beach State,62,Fresno State,82,0,1,4,8,18,53,21,24,2,23,1146.92,1261.6,-114.67999999999984,-20
7374,Maine,60,Stony Brook,71,0,3,2,5,31,51,15,20,9,25,1096.06,1298.45,-202.3900000000001,-11
7378,Providence,101,Virginia Tech,107,1,6,8,12,31,76,33,19,9,25,1336.14,1535.9,-199.76,-6
7384,Elon,92,UNC Greensboro,90,0,5,8,19,27,75,34,21,2,30,1320.85,1202.61,118.24000000000001,2
7386,William & Mary,81,Norfolk State,78,0,3,9,10,29,53,27,25,19,34,1358.54,1165.69,192.8499999999999,3
7388,Vanderbilt,105,UCF,93,0,3,7,9,20,68,36,25,18,17,1663.42,1610.01,53.41000000000008,12
7390,UT Arlington,56,New Mexico,74,0,4,4,14,24,51,25,23,10,24,1369.43,1614.09,-244.65999999999985,-18
7392,Utah Valley,77,Boise State,101,2,4,5,6,19,55,19,28,16,24,1443.96,1504.17,-60.210000000000036,-24
7394,Cal State Fullerton,82,Wyoming,92,2,3,7,7,33,55,16,27,12,43,1233.69,1306.98,-73.28999999999996,-10
7396,Austin Peay,74,Air Force,54,0,2,13,10,25,52,23,25,18,29,1337.08,1052.74,284.3399999999999,20
7398,Eastern Washington,97,Colorado,102,0,3,6,5,24,62,16,23,10,19,1084.45,1417.81,-333.3599999999999,-5
7400,Montana,68,Stanford,91,0,2,2,5,31,51,20,12,7,17,1389.75,1515.59,-125.83999999999992,-23
7402,Canisius,70,St. Bonaventure,89,1,3,1,7,15,51,19,18,1,17,1090.17,1375.68,-285.51,-19
7404,Monmouth,60,La Salle,73,0,11,6,11,24,52,21,22,6,17,1290.31,1244.31,46.0,-13
7406,Towson,48,Houston,65,0,0,9,9,26,49,18,12,12,14,1355.75,1772.45,-416.70000000000005,-17
7408,Northern Kentucky,56,Tennessee,95,0,1,9,10,15,58,30,18,10,13,1323.48,1617.63,-294.1500000000001,-39
7410,UNC Asheville,90,Georgia Southern,93,0,3,6,9,30,60,13,25,12,24,1243.7,1299.91,-56.210000000000036,-3
7412,Lafayette,60,Texas,97,0,2,3,10,15,55,20,20,3,17,1057.31,1506.73,-449.4200000000001,-37
7414,San Francisco,70,Memphis,76,0,5,9,9,25,55,30,23,13,25,1418.17,1450.87,-32.69999999999982,-6
7418,Texas State,71,Tulane,79,1,5,7,11,22,60,16,24,13,13,1254.2,1347.61,-93.40999999999985,-8
7422,Marshall,85,Toledo,73,1,7,8,13,26,63,37,15,10,12,1324.68,1325.26,-0.5799999999999272,12
7424,Fairfield,74,NJIT,53,0,4,10,18,36,66,23,15,5,24,1238.99,1160.31,78.68000000000006,21
7426,Milwaukee,76,Wofford,86,0,2,8,7,22,63,18,21,4,19,1262.35,1401.04,-138.69000000000005,-10
7430,Niagara,67,Binghamton,59,2,5,7,11,26,59,22,14,15,17,1023.36,958.72,64.63999999999999,8
7434,Western Carolina,54,Duke,95,1,1,8,15,27,72,26,23,8,11,1182.65,1802.92,-620.27,-41
7436,South Florida,95,George Washington,99,0,5,13,16,21,72,33,27,11,37,1472.42,1401.48,70.94000000000005,-4
7438,Kennesaw State,92,Florida A&M,72,0,3,7,5,30,57,20,22,20,28,1353.78,1175.67,178.1099999999999,20
7440,Penn State,87,New Haven,43,0,0,7,12,24,61,25,12,7,16,1322.93,1066.2,256.73,44
7442,Florida International,66,Nebraska,96,1,5,9,17,23,71,23,13,8,6,1203.74,1720.83,-517.0899999999999,-30
7444,Drexel,65,Saint Joseph's,76,1,3,8,16,26,69,25,21,12,14,1320.67,1437.14,-116.47000000000003,-11
7446,Delaware State,43,Syracuse,83,1,0,7,17,21,65,14,15,6,17,998.73,1404.49,-405.76,-40
7450,Alcorn State,50,Minnesota,95,0,9,5,10,14,56,8,23,2,15,1061.48,1407.51,-346.03,-45
7454,Princeton,69,Akron,104,0,4,2,12,25,65,32,16,5,20,1252.82,1570.49,-317.6700000000001,-35
7456,Pepperdine,63,UCLA,74,2,3,6,15,19,61,29,21,4,13,1108.87,1615.41,-506.5400000000002,-11
7460,California Baptist,69,UC Irvine,61,3,3,7,19,36,66,20,22,6,15,1424.46,1480.4,-55.940000000000055,8
7466,Rice,63,Oregon,67,1,2,7,14,22,62,27,29,11,11,1220.67,1389.56,-168.88999999999987,-4
7472,Utah Tech,67,Arizona,93,0,4,7,11,19,55,22,16,3,27,1246.11,1826.82,-580.71,-26
7476,Idaho State,71,San Diego,68,1,6,5,13,23,57,24,14,9,19,1176.31,1220.63,-44.320000000000164,3
7480,Youngstown State,90,Grand Canyon,81,0,4,5,8,20,56,27,22,17,30,1205.33,1516.78,-311.45000000000005,9
7482,Yale,97,Navy,68,0,5,11,12,25,66,26,22,6,23,1524.75,1344.01,180.74,29
7484,UAB,70,NC State,94,1,2,11,17,18,71,25,17,14,14,1422.92,1587.0,-164.07999999999993,-24
7486,Florida Gulf Coast,70,Illinois,113,0,2,4,13,17,79,27,25,7,12,1208.3,1737.36,-529.06,-43
7488,Northern Illinois,72,Wisconsin,97,3,0,3,4,21,47,21,29,9,31,1107.89,1610.82,-502.92999999999984,-25
7490,South Carolina State,72,Samford,82,1,3,7,6,25,57,21,28,17,18,1100.22,1252.0,-151.77999999999997,-10
7492,VMI,78,Southern Indiana,74,1,4,8,13,35,71,32,16,13,22,1007.63,1001.13,6.5,4
7496,Sam Houston,77,Texas Tech,98,1,3,5,18,19,65,20,30,12,20,1415.44,1756.84,-341.39999999999986,-21
7498,Southeast Missouri State,84,Missouri,89,0,1,11,13,20,63,30,25,9,21,1274.69,1511.6,-236.90999999999985,-5
7500,Kansas City,78,Southern Illinois,101,0,0,6,16,18,69,21,23,2,23,969.67,1293.51,-323.84000000000003,-23
7504,Mississippi Valley State,60,Murray State,108,1,5,4,15,27,60,15,23,13,21,880.93,1444.73,-563.8000000000001,-48
7508,Stonehill,64,DePaul,72,0,5,4,6,32,57,23,26,4,15,1104.8,1410.84,-306.03999999999996,-8
7520,Wagner,61,Seton Hall,68,2,3,6,9,20,49,25,23,2,12,976.85,1467.4,-490.55000000000007,-7
7524,Bryant,45,Georgia Tech,74,0,5,6,9,28,60,38,17,5,16,1115.02,1381.48,-266.46000000000004,-29
7526,Oakland,77,Purdue,87,1,2,4,12,27,68,26,14,10,12,1405.88,1701.37,-295.4899999999998,-10
7528,Valparaiso,59,Kentucky,107,1,4,4,12,22,67,34,16,4,20,1331.49,1630.94,-299.45000000000005,-48
7530,Kansas,74,North Carolina,87,2,3,6,7,20,58,25,18,6,15,1674.85,1618.04,56.809999999999945,-13
7534,Arkansas State,65,Stephen F. Austin,90,1,0,12,10,20,54,27,19,11,33,1340.45,1411.9,-71.45000000000005,-25
7536,Alabama State,64,Florida State,101,0,1,8,13,22,65,23,15,8,19,1131.53,1387.72,-256.19000000000005,-37
7538,Winthrop,90,George Mason,96,0,2,8,11,20,67,39,30,16,29,1407.07,1598.84,-191.76999999999998,-6
7546,Troy,64,Furman,61,1,5,13,8,25,56,30,12,16,13,1456.41,1393.03,63.38000000000011,3
7548,Hofstra,73,Iona,81,0,4,7,14,25,63,25,24,9,18,1280.5,1354.38,-73.88000000000011,-8
7550,Washington State,69,Davidson,85,1,2,8,12,18,55,21,18,10,23,1334.53,1371.42,-36.8900000000001,-16
7552,Western Illinois,58,Iowa,77,2,2,1,6,23,47,15,16,2,18,937.58,1616.46,-678.88,-19
7556,Cornell,102,Kent State,110,0,2,2,13,18,63,40,27,12,22,1345.62,1470.86,-125.24000000000001,-8
7560,Tennessee Tech,65,Charlotte,70,1,2,8,10,17,47,12,21,9,25,1029.28,1357.23,-327.95000000000005,-5
7562,Georgia State,64,Cincinnati,74,2,3,8,8,27,57,20,22,8,18,1243.87,1467.68,-223.81000000000017,-10
7564,Siena,62,Brown,46,1,2,9,15,30,57,14,10,9,22,1329.38,1195.45,133.93000000000006,16
7566,Morehead State,65,Wake Forest,81,0,6,13,11,23,63,31,26,14,17,1240.73,1428.04,-187.30999999999995,-16
7568,North Carolina Central,62,Virginia,81,0,1,8,16,18,60,14,19,11,22,1100.06,1664.19,-564.1300000000001,-19
7570,Longwood,60,Pittsburgh,78,0,1,10,12,23,69,20,28,9,14,1188.89,1355.73,-166.83999999999992,-18
7572,Detroit Mercy,70,Notre Dame,102,1,3,5,8,25,67,30,21,13,10,1151.58,1411.96,-260.3800000000001,-32
7574,Sacred Heart,80,Duquesne,92,0,3,5,15,28,56,30,23,18,46,1200.63,1313.12,-112.48999999999978,-12
7576,Gardner-Webb,59,Clemson,97,1,1,2,6,22,47,20,18,9,26,998.94,1634.32,-635.3799999999999,-38
7580,Bucknell,73,Mount St. Mary's,62,0,2,5,9,22,58,22,18,12,23,1078.13,1260.19,-182.05999999999995,11
7582,Green Bay,76,Buffalo,83,0,2,3,4,23,47,27,25,13,21,1278.0,1276.94,1.0599999999999454,-7
7584,Purdue Fort Wayne,68,Ohio State,94,0,3,11,7,10,59,21,16,6,17,1360.86,1569.78,-208.92000000000007,-26
7588,Boston University,52,Northwestern,76,2,1,0,15,22,58,23,17,5,7,1100.96,1421.44,-320.48,-24
7590,Georgetown,70,Maryland,60,2,11,6,11,30,53,20,25,14,31,1395.12,1404.58,-9.460000000000036,10
7592,Tulsa,82,Rhode Island,65,0,1,9,13,19,54,22,19,0,24,1498.8,1428.69,70.1099999999999,17
7594,Northeastern,68,Colgate,65,0,1,7,11,24,59,23,15,10,25,1168.08,1291.69,-123.61000000000013,3
7600,SIU Edwardsville,77,UTSA,60,0,3,6,12,37,58,14,17,11,26,1253.21,1082.68,170.52999999999997,17
7602,Columbia,71,New Haven,53,2,6,6,8,33,49,16,18,10,14,1277.53,1066.2,211.32999999999993,18
7608,Arkansas-Pine Bluff,74,Portland,83,0,2,11,9,27,57,25,24,19,27,1111.27,1233.42,-122.15000000000009,-9
7610,Denver,70,Washington,84,0,1,2,9,22,61,27,17,4,12,1133.67,1488.62,-354.9499999999998,-14
7612,Wright State,67,California,77,0,3,6,11,24,64,34,25,4,18,1357.04,1485.28,-128.24,-10
7616,North Florida,64,Florida,104,2,0,6,7,17,61,28,24,11,22,1073.09,1669.21,-596.1200000000001,-40
7618,Grambling,62,Iowa State,102,0,2,8,5,20,49,12,21,2,23,1128.18,1713.44,-585.26,-40
7620,Merrimack,57,Auburn,95,0,3,7,10,14,56,32,27,10,24,1391.05,1640.92,-249.87000000000012,-38
7622,Alcorn State,70,South Alabama,76,4,2,11,7,20,55,36,25,8,11,1061.48,1408.04,-346.55999999999995,-6
7628,Northwestern State,53,North Texas,80,2,2,7,10,14,40,16,16,4,27,1146.1,1366.58,-220.48000000000002,-27
7632,Texas Southern,70,Texas A&M,104,0,1,3,9,24,49,15,24,5,25,1131.23,1624.51,-493.28,-34
7634,UC Riverside,74,North Dakota,70,0,4,4,4,31,43,14,19,14,27,1212.25,1268.34,-56.08999999999992,4
7636,Omaha,71,Abilene Christian,73,1,3,11,7,20,45,19,20,22,31,1249.39,1232.99,16.40000000000009,-2
7640,Cal State Northridge,57,Northern Iowa,86,1,2,5,11,27,52,21,12,7,23,1325.03,1356.14,-31.110000000000127,-29
7644,Chicago State,86,Saint Louis,108,1,0,10,12,21,66,19,23,24,35,918.67,1636.71,-718.0400000000001,-22
7648,Robert Morris,81,Drake,79,1,4,5,14,32,68,26,27,6,8,1345.59,1416.73,-71.1400000000001,2
7650,Jackson State,70,Louisville,106,0,4,6,7,22,63,27,22,5,16,1210.76,1614.63,-403.8700000000001,-36
7672,Campbell,65,West Virginia,73,1,1,5,14,26,54,14,23,9,32,1201.36,1541.0,-339.6400000000001,-8
7674,The Citadel,47,Boston College,76,2,2,3,8,28,53,26,22,7,20,1068.57,1317.58,-249.01,-29
7678,Illinois State,68,Ohio,72,2,4,4,9,27,62,26,20,10,11,1449.27,1292.46,156.80999999999995,-4
7682,Le Moyne,69,Xavier,74,2,3,6,5,28,51,21,17,12,12,1182.05,1418.8,-236.75,-5
7702,East Texas A&M,54,New Mexico,76,1,3,8,11,28,62,34,19,14,11,1090.49,1614.09,-523.5999999999999,-22
7706,South Carolina Upstate,67,Fresno State,66,5,4,7,9,29,50,17,18,7,17,1109.33,1261.6,-152.26999999999998,1
7708,North Dakota State,68,UC Davis,80,0,4,6,20,14,71,27,20,6,14,1454.82,1297.03,157.78999999999996,-12
7714,North Alabama,62,Mississippi State,86,0,8,5,11,25,65,19,20,9,12,1128.68,1479.75,-351.06999999999994,-24
7716,South Dakota,76,Creighton,92,0,7,7,21,16,74,15,13,14,14,1237.53,1487.53,-250.0,-16
7720,Alabama A&M,51,Indiana,98,1,2,6,3,16,53,15,16,4,19,1159.36,1568.65,-409.2900000000002,-47
7724,Southern,82,Marquette,100,0,2,8,11,28,64,15,18,20,29,1161.11,1388.57,-227.46000000000004,-18
7740,Delaware State,65,Temple,83,3,2,4,8,22,54,16,15,5,13,998.73,1366.26,-367.53,-18
7750,Southern Indiana,58,Butler,88,1,7,8,10,25,65,27,24,6,17,1001.13,1484.25,-483.12,-30
